,Rank,Word,Frequency
7257,3355,점정,1
5676,3356,오라,1
7110,3357,변태,1
5677,3358,아역배우,1
5678,3359,더럽다,1
5679,3360,pic.twitter.com/NtXBErhTKF,1
5038,3361,Army,1
7109,3362,소름끼치다,1
5667,3363,_twtpic.twitter.com/OSGhgY54lV,1
5666,3364,연발,1
5665,3365,2시,1
5044,3366,주더,1
5651,3367,뽑죠,1
5652,3368,명중,1
5653,3369,pic.twitter.com/y6whQDnQUZ,1
5654,3370,어려움,1
5655,3371,복기,1
5656,3372,닥,1
5658,3373,동명,1
5659,3374,내미다,1
5053,3375,서구,1
5052,3376,https://youtu.be/sTav3JaHU2I,1
5661,3377,증후군,1
5051,3378,ver,1
5050,3379,비밀,1
5049,3380,서양인,1
5662,3381,아누,1
5048,3382,태국,1
5663,3383,온몸,1
5664,3384,찌릿찌릿,1
5047,3385,이국,1
5046,3386,낯선,1
5045,3387,터키,1
7244,3388,뿜뿜이,1
5287,3389,허접스레기같,1
5097,3390,들여다보다,1
5365,3391,주님,1
5223,3392,농단,1
5368,3393,어안,1
5369,3394,벙벙하다,1
5370,3395,으론,1
5371,3396,죽이다,1
7179,3397,pic.twitter.com/MCC6rU00Gw,1
5372,3398,열중,1
7178,3399,_twtpic.twitter.com/Vc5To40FrR,1
5222,3400,사법,1
5221,3401,대법원,1
5375,3402,진짜진짜,1
5220,3403,사법부,1
5376,3404,FOREVER,1
5377,3405,pic.twitter.com/wU1xEB5x1u,1
5378,3406,뉴스룸,1
7214,3407,메타포,1
5379,3408,라거,1
5380,3409,안라,1
5381,3410,맘에듬,1
5219,3411,/twitter.com/shadow_twts/status/1044562583565553666,1
5382,3412,거슬리다,1
5218,3413,#AMAshttps,1
5217,3414,오심,1
5384,3415,소수,1
5216,3416,.),1
5366,3417,대다수,1
5224,3418,구속영장,1
5098,3419,비정상,1
5364,3420,https://twitter.com/95v59/status/1044542212388749314,1
5235,3421,총알뚤리,1
7211,3422,하루하루,1
5234,3423,국뻥,1
5233,3424,부결,1
7212,3425,나날이,1
5354,3426,사사건건,1
5355,3427,옹졸하다,1
5232,3428,의안,1
5356,3429,본국,1
5231,3430,체포,1
7181,3431,걸어가다,1
7213,3432,인문학,1
5230,3433,의원,1
5358,3434,여성혐오,1
5229,3435,비리,1
5360,3436,나불대다,1
5760,3437,밥딜런,1
5228,3438,채용,1
5361,3439,혐온가,1
5362,3440,제스처,1
5227,3441,강원랜드,1
5226,3442,100%,1
7180,3443,쌓이다,1
5363,3444,호오,1
5225,3445,기각,1
5215,3446,상세,1
5385,3447,리도,1
5386,3448,이념,1
5214,3449,평등하다,1
5404,3450,웅앵대,1
5405,3451,힘주다,1
7217,3452,각국,1
5406,3453,콤플렉스,1
5407,3454,투영,1
5196,3455,pic.twitter.com/1hSK7GEyys,1
7218,3456,연설은,1
5409,3457,들뜨다,1
5410,3458,엠비씨,1
5411,3459,뮤직,1
5412,3460,반나절,1
5413,3461,꺄,1
5414,3462,핳,1
5415,3463,pic.twitter.com/IVuNog43NE,1
5416,3464,은커녕,1
5195,3465,공자,1
7170,3466,아피,1
7169,3467,_twtpic.twitter.com/LqUUI6xSUO,1
5418,3468,유머,1
5419,3469,SociaI,1
5420,3470,pic.twitter.com/CYC4Dqv8oL,1
5421,3471,사뭇,1
7219,3472,하진,1
5422,3473,양가,1
5194,3474,이남,1
5198,3475,합성,1
5200,3476,ㅁㅊㅋㅋ,1
7171,3477,겅,1
5392,3478,전가,1
5212,3479,전부터,1
5388,3480,넘겨주다,1
5210,3481,파티,1
5209,3482,틧터,1
5390,3483,???????,1
5208,3484,전원,1
7215,3485,넌단,1
7176,3486,출현,1
7175,3487,갱신,1
5207,3488,프로듀싱,1
5206,3489,https://www.youtube.com/attribution_link?a=QRHsqezX5aU&u=%2Fwatch%3Fv%3D-OaDmaDUWng%26feature%3Dshare,1
7174,3490,캘런,1
5202,3491,버티다,1
5393,3492,!!!!!!!!!!!,1
5394,3493,부턴,1
5395,3494,혐버,1
5396,3495,무리,1
7216,3496,_twtpic.twitter.com/2aK1J07SlV,1
7173,3497,계산,1
7172,3498,시차,1
5399,3499,재고,1
5400,3500,은인,1
5401,3501,pic.twitter.com/pVRTUGK4Zf,1
5402,3502,가부,1
5236,3503,방탄복,1
5237,3504,지급,1
7210,3505,서사시,1
7188,3506,연사,1
5302,3507,ㅋㅋㅋㄱㅇㄱ,1
7193,3508,유잼,1
5279,3509,간접,1
5304,3510,창창하다,1
5305,3511,말궁,1
5278,3512,하필,1
5306,3513,개잡,1
5307,3514,빽,1
5277,3515,http://news.tvchosun.com/site/data/html_dir/2018/09/25/2018092590081.html,1
7192,3516,노잼,1
5276,3517,끈,1
5309,3518,pic.twitter.com/baNQuG2RZu,1
5310,3519,정치계,1
5311,3520,어딜,1
5275,3521,못지않다,1
5312,3522,가나,1
7203,3523,@bts_twt,1
5313,3524,"^,,,",1
5314,3525,신장,1
7191,3526,pic.twitter.com/PWvXaY4aFA,1
5316,3527,넘게,1
5317,3528,두드리다,1
7190,3529,.twitter.com/6rOLL75LBc,1
5318,3530,다인,1
7189,3531,pause,1
5301,3532,Rm,1
5300,3533,양심,1
5299,3534,뛰어들다,1
5294,3535,대선,1
5288,3536,썻,1
5289,3537,구리다,1
5290,3538,오버,1
7202,3539,#BTSonFallon,1
5285,3540,liked,1
7201,3541,ㅠpic.twitter.com/5idCcbuH1T,1
5291,3542,실패,1
5292,3543,원인,1
5293,3544,오바마,1
5284,3545,<~~~~~,1
7200,3546,퍼뜨리,1
7199,3547,pic.twitter.com/dVYqqhQOfR,1
5280,3548,~<<<,1
5295,3549,pic.twitter.com/O9gkwSGVNg,1
5296,3550,칭긔,1
5283,3551,도르다,1
7198,3552,태풍,1
7197,3553,",,,?(",1
5282,3554,~~_~_~!!,1
7196,3555,없는덴데,1
5298,3556,콧방귀,1
7195,3557,ㅎpic.twitter.com/7UY0GTNGtJ,1
7194,3558,#unonbts,1
5281,3559,꼰,1
7204,3560,머시,1
5320,3561,떳습니,1
5238,3562,https://www.youtube.com/attribution_link?a=TEzoxPaROro&u=%2Fwatch%3Fv%3D6wF0508Afc4%26feature%3Dshare,1
5321,3563,~~~~~~~~!,1
5256,3564,.twitter.com/cxVYtkiRVJ,1
5336,3565,밤새다,1
5255,3566,#방탄_유엔총회,1
5254,3567,http://bit.ly/2OOKW6D,1
5252,3568,인사,1
7207,3569,pic.twitter.com/SETrGv50V0,1
5339,3570,호응,1
5340,3571,_twtpic.twitter.com/EL7dCjFBcl,1
5250,3572,마이클잭슨,1
5341,3573,해외진출,1
7184,3574,반기문,1
5343,3575,몰래카메라,1
5248,3576,신급,1
5247,3577,익숙하다,1
5246,3578,pic.twitter.com/VtaK0kkvE4,1
7208,3579,접,1
5245,3580,짝짝,1
5244,3581,~~~??,1
5344,3582,모욕,1
5345,3583,적임,1
7183,3584,니요,1
5242,3585,배신,1
5348,3586,분잡,1
7209,3587,대판,1
5350,3588,뜬금,1
5257,3589,pic.twitter.com/1HaSztYbBL,1
5258,3590,쇠,1
5259,3591,에세,1
5330,3592,오해,1
5322,3593,"…""",1
5323,3594,MBC,1
5324,3595,http://naver.me/5UX9CyFW,1
7187,3596,모의,1
5325,3597,pic.twitter.com/5LoQXFliXp,1
5326,3598,캡쳐,1
7205,3599,ㅓㅓㅓ,1
5327,3600,ㅜㅜㅜㅡㅅ,1
7206,3601,어디가,1
7186,3602,대학원,1
5329,3603,웃으싱,1
5331,3604,말뜻,1
5260,3605,pic.twitter.com/HUzc34mnXl,1
5271,3606,피하,1
5269,3607,이성도,1
5332,3608,클린,1
5333,3609,거구,1
5268,3610,어떠하다,1
5267,3611,첨가,1
5266,3612,민족주의,1
5265,3613,죰,1
5263,3614,트레이트,1
5262,3615,앨런,1
5261,3616,쬼,1
5193,3617,625,1
7220,3618,사도,1
5423,3619,예능,1
5523,3620,앨라이,1
5131,3621,멋있드,1
5504,3622,키키,1
7145,3623,듀싱,1
5505,3624,투디,1
5506,3625,개쩐당,1
5507,3626,궁금스,1
5508,3627,유재석,1
5509,3628,침묵,1
5510,3629,선언,1
5286,3630,video,1
7144,3631,반갑다,1
5128,3632,용감,1
5511,3633,차원,1
5127,3634,용감하다,1
7238,3635,gonna,1
5513,3636,외할아버지,1
5514,3637,간신히,1
5515,3638,아무래도,1
5516,3639,번지르르,1
5125,3640,펴다,1
7143,3641,pic.twitter.com/vWDRjxAGWh,1
5518,3642,출마,1
7239,3643,_twtpic.twitter.com/M50W46ytPg,1
5520,3644,직면,1
5122,3645,떠돌다,1
7237,3646,pic.twitter.com/Q0CJpUrQqO,1
7236,3647,다물어지다,1
5133,3648,어따,1
5496,3649,30,1
5147,3650,듣보잡,1
5491,3651,어거지,1
5492,3652,나대다,1
7149,3653,여협,1
7233,3654,pic.twitter.com/sbfcA2UfGo,1
5493,3655,으로서도,1
5494,3656,추상,1
5146,3657,ㅇ,1
5495,3658,해법,1
5145,3659,당근,1
5144,3660,가용,1
7148,3661,갓슈,1
5135,3662,클라슨데,1
5143,3663,127,1
7147,3664,치르다,1
5497,3665,투자,1
7235,3666,@UN,1
5140,3667,부로,1
5139,3668,빽빽하다,1
7146,3669,한계,1
5499,3670,모양,1
5138,3671,수두,1
5137,3672,의회,1
5502,3673,다이어리,1
5521,3674,위험,1
5524,3675,시급하다,1
7232,3676,_twtpic.twitter.com/eHQWskM753,1
5525,3677,대상자,1
5539,3678,?...,1
7135,3679,<<<<,1
7241,3680,.......................,1
5541,3681,이승환,1
5542,3682,최대,1
7134,3683,탤런트,1
5543,3684,치이다,1
7242,3685,pic.twitter.com/2YFQjeGw4c,1
7133,3686,타임스퀘어,1
5102,3687,Artistpic.twitter.com/ipu9WKiO3x,1
5544,3688,야구,1
5545,3689,정규,1
7243,3690,슈스미,1
5546,3691,우승하다,1
5547,3692,두산,1
5548,3693,27,1
7131,3694,35분,1
5550,3695,3월,1
7130,3696,낮,1
5551,3697,달에,1
5101,3698,BBC,1
5552,3699,음반,1
5100,3700,Tanboy,1
5099,3701,Bang,1
5554,3702,거치,1
5105,3703,來自,1
5538,3704,pic.twitter.com/dHEhXasGJg,1
5106,3705,총대,1
7138,3706,살아오다,1
5120,3707,계층,1
5526,3708,just,1
5119,3709,위선,1
5527,3710,pic.twitter.com/d7KgYrxaZk,1
5116,3711,2018.9,1
5115,3712,)+,1
5529,3713,포괄,1
7142,3714,크흐,1
5114,3715,비결,1
7141,3716,아따,1
7139,3717,pic.twitter.com/wzRiMqFmqF,1
5113,3718,쫓다,1
7136,3719,저스틴,1
5112,3720,시적,1
5111,3721,현안,1
5110,3722,변호사,1
5533,3723,밑바닥,1
7240,3724,.....................,1
7137,3725,비버,1
5534,3726,님한테,1
5109,3727,바퀴벌레,1
5108,3728,럽유얼,1
5536,3729,호도,1
5537,3730,미워하다,1
5490,3731,개좆,1
5489,3732,북인,1
5192,3733,괄로워,1
5457,3734,이어지다,1
7164,3735,부담스럽다,1
7163,3736,...........,1
7222,3737,필요없다,1
7162,3738,지미팰런,1
5178,3739,˂̶᷅๑,1
5177,3740,˃̶᷄‧̫,1
5445,3741,^^~,1
5446,3742,슈퍼히어로,1
5176,3743,여운,1
5175,3744,비머,1
5447,3745,"...,,,,",1
5448,3746,고통,1
7161,3747,40억,1
5450,3748,산지,1
7223,3749,신화,1
5174,3750,https://youtu.be/HcX2FW1GKfk,1
5173,3751,머그,1
5451,3752,라지,1
7160,3753,이랬는데,1
5172,3754,비디오,1
7159,3755,..<,1
5171,3756,https://twitter.com/prismnolight/status/1044578653898567681,1
5454,3757,어느새다,1
5170,3758,구도,1
5455,3759,티엠아이,1
5443,3760,다기,1
5442,3761,잣,1
5440,3762,호호,1
5184,3763,쫑긋,1
5425,3764,소비,1
7221,3765,퍼스트레이디,1
5426,3766,고정관념,1
5190,3767,꼬락서니,1
5427,3768,이진,1
5428,3769,남남,1
5189,3770,용도,1
5188,3771,엠창,1
5187,3772,우울증,1
5186,3773,엔씨,1
5431,3774,발작,1
5432,3775,서두,1
5439,3776,ㅋㅅㅋ,1
5433,3777,에서만큼은,1
5183,3778,_twtpic.twitter.com/TtWfR68rEY,1
7168,3779,"),",1
7167,3780,복잡하다,1
5434,3781,회초리,1
7166,3782,무겁다,1
5435,3783,성격,1
5436,3784,특성,1
5182,3785,릠들,1
5181,3786,개과천선,1
5438,3787,pic.twitter.com/X1z5D3Utt7,1
7158,3788,미자,1
7224,3789,뷰도,1
5488,3790,나로,1
5169,3791,유엔기,1
5159,3792,카,1
5158,3793,천문학,1
5473,3794,제의,1
5474,3795,구리,1
5475,3796,비롯,1
5477,3797,듷릴때,1
5156,3798,개띠,1
5478,3799,연애,1
7151,3800,kpop,1
7229,3801,도루,1
5480,3802,82년,1
5481,3803,생김지영이나,1
5153,3804,과도,1
5152,3805,제겐,1
5482,3806,몰카,1
7230,3807,잠재우다,1
5483,3808,아이린,1
5149,3809,사과,1
5484,3810,루나,1
5485,3811,신세경,1
5148,3812,~~?,1
5486,3813,설현,1
7150,3814,#BTS유엔연설,1
7231,3815,#방탄소년단UN연설축하,1
5487,3816,막대,1
5472,3817,겹,1
7152,3818,건아,1
5160,3819,01,1
7154,3820,101,1
5458,3821,머무르다,1
7225,3822,_twtpic.twitter.com/aNQut52YOz,1
7157,3823,까무룩,1
5459,3824,옮기다,1
5168,3825,ㅒㅅ,1
7226,3826,연아,1
5167,3827,ㅛ,1
5460,3828,재정,1
7156,3829,짘짜,1
5462,3830,개헌,1
7155,3831,_twtpic.twitter.com/wWrmSrhVbu,1
5463,3832,난놈,1
5470,3833,셰프,1
5165,3834,저열,1
5464,3835,voting,1
5164,3836,미투,1
5163,3837,스쿨,1
7227,3838,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=104&oid=001&aid=0010355570,1
5162,3839,https://twitter.com/whalien52_whale/status/1043496135388684288?s=21,1
7228,3840,_twtpic.twitter.com/xeINqqqI4G,1
7153,3841,pic.twitter.com/eRvzCCUUif,1
5467,3842,⁠pic.twitter.com/fyKRAZe5JR,1
5161,3843,고래,1
5469,3844,뻥치늕줄알았눈대,1
6657,3845,박아,1
5969,3846,아버님,1
5761,3847,존레논,1
6383,3848,온건,1
6388,3849,벅차오르다,1
6387,3850,ㅇㅌ,1
6386,3851,장이,1
6822,3852,상장,1
6385,3853,알고싶다,1
6384,3854,위함,1
6381,3855,.twitter.com/sgfNDdx40G,1
6390,3856,루하,1
6380,3857,#UNGApic,1
6823,3858,궁리,1
6824,3859,분량,1
6379,3860,김남준아님알엠,1
6378,3861,진솔하다,1
6825,3862,슈스병걸려,1
6389,3863,pic.twitter.com/LZNUTpXNEw,1
6391,3864,Speak,1
6826,3865,pic.twitter.com/q36CztACqm,1
6397,3866,아육대,1
6402,3867,갓띵언,1
6401,3868,폭팔,1
6400,3869,대미,1
6399,3870,아젠다,1
6398,3871,얼떨결,1
6817,3872,에너지,1
6396,3873,pic.twitter.com/66jxPFFZKc,1
6821,3874,pic.twitter.com/JISyeGtv2G,1
6395,3875,pic.twitter.com/ImfbMEAEGO,1
6818,3876,충전,1
6819,3877,윤택,1
6394,3878,가세,1
6393,3879,뻐렁치,1
6392,3880,사드,1
6376,3881,9/25,1
6827,3882,2015.05,1
6816,3883,스케,1
6840,3884,기차역,1
6365,3885,pic.twitter.com/M88pCAR6F5,1
6364,3886,만난,1
6838,3887,서양,1
6839,3888,조화,1
6363,3889,관성,1
6362,3890,귀하다,1
6361,3891,??;;),1
6837,3892,개힙함,1
6841,3893,어슬렁,1
6842,3894,pic.twitter.com/LMGAYnlatg,1
6843,3895,벌떡,1
6844,3896,황막꾹,1
6845,3897,뻔햄,1
6846,3898,도련,1
6366,3899,pic.twitter.com/fBi4fRw0qk,1
6367,3900,인상,1
6375,3901,[#오늘의방탄,1
6372,3902,섞다,1
6374,3903,pic.twitter.com/cUfZDLhGoV,1
6828,3904,05일,1
6373,3905,싫댸,1
6829,3906,2016,1
6830,3907,pic.twitter.com/zoPHdmNvqI,1
6831,3908,형형색색,1
6832,3909,최고급,1
6836,3910,위화,1
6833,3911,스위트룸,1
6834,3912,한복,1
6835,3913,자선,1
6370,3914,pic.twitter.com/xSNVIn7F4Q,1
6369,3915,정기,1
6368,3916,pic.twitter.com/rVQtfoGGhH,1
6403,3917,pic.twitter.com/AwNvNBfrFt,1
6815,3918,3회,1
6847,3919,해피,1
6434,3920,pic.twitter.com/PoYUgMq4tq,1
6794,3921,12시간,1
6439,3922,사이다,1
6438,3923,잡,1
6437,3924,오만,1
6436,3925,유난,1
6795,3926,시소,1
6433,3927,노녀단,1
6441,3928,섬,1
6432,3929,훈계,1
6431,3930,간단하다,1
6796,3931,리믹스,1
6430,3932,pic.twitter.com/p6JoTo5Ck3,1
6797,3933,두어,1
6429,3934,가꾸다,1
6440,3935,참가자,1
6442,3936,pic.twitter.com/wQZySZ3zDj,1
6798,3937,pic.twitter.com/7iohwJOuyK,1
6448,3938,https://twitter.com/lecotonblanc/status/1044266245841797120,1
6454,3939,조기,1
6453,3940,pic.twitter.com/3z0E13PNVK,1
6452,3941,흐항,1
6451,3942,pic.twitter.com/lqHdGaXYFC,1
6450,3943,ㅠㅡㅠ,1
6449,3944,ㅠㅡㄴ,1
6447,3945,.twitter.com/spICL2a6Zk,1
4995,3946,똑띠,1
6791,3947,스탭들,1
6792,3948,범죄,1
6446,3949,#pic,1
6445,3950,기대다,1
6444,3951,한가지,1
6443,3952,뽐내다,1
6427,3953,진짜루,1
6799,3954,쪼,1
6404,3955,pic.twitter.com/ljK6ZlIeNd,1
6811,3956,잡지,1
6807,3957,시늉,1
6808,3958,수작,1
6809,3959,그토록,1
6810,3960,다스리다,1
6411,3961,_twtpic.twitter.com/EaRTcuYBTA,1
6410,3962,pic.twitter.com/ZbASrpQDyv,1
6409,3963,크기,1
6806,3964,없애다,1
6408,3965,유뷰브,1
6407,3966,alook,1
6406,3967,pic.twitter.com/ajxDFtPhIe,1
6812,3968,토나오다,1
6405,3969,도망가다,1
6814,3970,_twtpic.twitter.com/rzCjeI9cc4,1
6412,3971,수긍,1
6805,3972,분리,1
6800,3973,중단,1
6421,3974,pic.twitter.com/iI6mcg7rjU,1
6426,3975,ㅋㅋㅋㅌㅋㅌㅌㅋㅌㅋㅋㅋ,1
6802,3976,자구,1
6425,3977,ㅌㅋㅋㅋㅎㅋㅎㅎㅋㅋ,1
6424,3978,이여,1
6423,3979,햐,1
6422,3980,pic.twitter.com/lXz21rh6Wq,1
6419,3981,나긋나긋하다,1
6804,3982,갈취,1
6803,3983,금품,1
6418,3984,와아아,1
6417,3985,_twtpic.twitter.com/PdQ3KIJFC4,1
6416,3986,달달,1
6415,3987,바이블,1
6414,3988,뿜뿜하,1
6360,3989,큐시트,1
6848,3990,#유엔,1
6250,3991,교차,1
6891,3992,this,1
6887,3993,.twitter.com/tMABfMtpcV,1
6888,3994,Please,1
6889,3995,report,1
6293,3996,that,1
6292,3997,done,1
6890,3998,@acitrano,1
6289,3999,boy,1
6296,4000,excellent,1
6288,4001,old,1
6287,4002,year,1
6286,4003,ordinary,1
6892,4004,smarty,1
6285,4005,not,1
6284,4006,re,1
6295,4007,great,1
6886,4008,.twitter.com/WlbUr5I2tX,1
6282,4009,친절하다,1
6302,4010,quite,1
6307,4011,words,1
6306,4012,world,1
6879,4013,성냥,1
6305,4014,up,1
6304,4015,now,1
6303,4016,clearly,1
6301,4017,music,1
6297,4018,touching,1
6881,4019,애뜻함,1
6882,4020,성은,1
6299,4021,spoken,1
6883,4022,뜻밖,1
6298,4023,related,1
6884,4024,오래되다,1
6283,4025,No,1
6281,4026,empowering,1
6308,4027,pic.twitter.com/TlS4ybyRVa,1
6258,4028,have,1
6263,4029,haven,1
6262,4030,who,1
6261,4031,ones,1
6260,4032,conveyed,1
6900,4033,about,1
6259,4034,been,1
6257,4035,say,1
6264,4036,found,1
6256,4037,wanna,1
6255,4038,what,1
6254,4039,hopefully,1
6253,4040,^-^,1
6252,4041,비비,1
6901,4042,speech,1
6899,4043,post,1
6265,4044,way,1
6280,4045,힙,1
6269,4046,proud,1
6893,4047,pants,1
6276,4048,yours,1
6275,4049,good,1
6272,4050,least,1
6271,4051,Wish,1
6270,4052,guys,1
6894,4053,since,1
6898,4054,nasty,1
6895,4055,he,1
6896,4056,put,1
6897,4057,very,1
6268,4058,So,1
6267,4059,others,1
6266,4060,themselves,1
6878,4061,방첩,1
6309,4062,별자리,1
6358,4063,pic.twitter.com/82PVTIuoFc,1
6342,4064,pic.twitter.com/ViVOQfOVO3,1
6857,4065,pic.twitter.com/YdS0DdKaAZ,1
6858,4066,스포츠동아,1
6859,4067,http://naver.me/5mO3FZGu,1
6860,4068,pic.twitter.com/kqnayScz6t,1
6861,4069,뒷돈,1
6343,4070,2018/09,1
6341,4071,~^!##,1
6855,4072,https://twitter.com/THETonyMorrison/status/1043248425377189888,1
6340,4073,바른길,1
6339,4074,배팅,1
6338,4075,방탅개최,1
6337,4076,낄낄,1
6862,4077,ㅇㄴㅂ,1
6863,4078,신잡,1
6856,4079,삼분,1
6348,4080,매달,1
6336,4081,듣보다,1
6354,4082,여리다,1
6357,4083,.?,1
6356,4084,pic.twitter.com/Vk4tuuafW8,1
6849,4085,기울다,1
6355,4086,지니다,1
6850,4087,송편,1
6851,4088,#대한민국은,1
6353,4089,몇몇,1
6854,4090,#얼쑤,1
6852,4091,#방탄보유국이다,1
6352,4092,.twitter.com/ScG5dDWMMB,1
6351,4093,#BTSXUnitedNationspic,1
6853,4094,~~~~~~~~~~~~~,1
6350,4095,축약,1
6349,4096,pic.twitter.com/O57OgKUU1P,1
6864,4097,_twtpic.twitter.com/v7lAnxsfEN,1
6335,4098,까빠,1
6310,4099,후다닥,1
6876,4100,안전성,1
6873,4101,http://gujoron.com/xe/1019684,1
6874,4102,84년,1
6875,4103,제조,1
6321,4104,담담하다,1
6320,4105,_twtpic.twitter.com/9Py4yiF96E,1
6319,4106,￼,1
6317,4107,ㅠㅁㅠ,1
6323,4108,10만,1
6877,4109,방공,1
6316,4110,퐁퐁,1
6315,4111,설pic.twitter.com/zWgB9EeQIR,1
6314,4112,총회연,1
6313,4113,btsUn,1
6312,4114,여유,1
6322,4115,.twitter.com/8TSKtKHZQp,1
6324,4116,조금씩,1
6334,4117,비현실적,1
6869,4118,ㅏㅁㄴ,1
6865,4119,文,1
6866,4120,23~27일,1
6867,4121,KBS,1
6332,4122,...?...?......,1
6331,4123,아내,1
6868,4124,http://naver.me/584076w7,1
6330,4125,갑작,1
6872,4126,생략,1
6328,4127,pic.twitter.com/oaS5PAG3v2,1
6327,4128,6.9만,1
6870,4129,요롷,1
6326,4130,ㅋㅋㅅㅂㅋㅌㅌㅌㅋㅋㅌㅌㅋㅋㅋ,1
6325,4131,3.1만,1
6871,4132,켜,1
6790,4133,훔치다,1
6789,4134,메모리카드,1
6455,4135,pic.twitter.com/enSfLZH2lh,1
6700,4136,드뎌,1
6698,4137,콩팥,1
6590,4138,pic.twitter.com/jsulqO165a,1
6699,4139,블랙,1
6589,4140,더더,1
6588,4141,제임스,1
6587,4142,반수,1
6701,4143,충청도,1
6697,4144,지져스,1
6586,4145,말리다,1
6585,4146,https://youtu.be/C8HalPx1RJY,1
6584,4147,개이득,1
6583,4148,느네,1
6582,4149,pic.twitter.com/O8FaO1NGs6,1
6703,4150,#어서와_공태사모는_처음이지,1
6591,4151,부레,1
6592,4152,모라,1
6579,4153,감기,1
6596,4154,pic.twitter.com/gWHiOqti8L,1
6688,4155,붙들다,1
6599,4156,사촌,1
6689,4157,등짝,1
6598,4158,살짝,1
6597,4159,졸리,1
6690,4160,스매싱,1
6692,4161,어분,1
6696,4162,.?.??.?,1
6595,4163,pic.twitter.com/9mgtMyb6AE,1
6693,4164,미국토크쇼,1
6594,4165,22~27,1
6593,4166,...^^,1
6694,4167,ㅑ,1
6695,4168,~!~!!,1
6580,4169,몸살,1
6704,4170,_twtpic.twitter.com/eWlOtVGqK2,1
6686,4171,셤기간,1
6564,4172,Event,1
6718,4173,수군수군,1
6566,4174,.twitter.com/XVgNywJcIT,1
6719,4175,질질,1
6720,4176,pic.twitter.com/WA9EX2aRtv,1
6721,4177,머함,1
6722,4178,럽마셀해,1
6563,4179,Level,1
6717,4180,성웅,1
6723,4181,냇,1
6562,4182,High,1
6724,4183,럽마,1
6725,4184,셀마,1
6726,4185,peace,1
6561,4186,라고는,1
6568,4187,잠재력,1
6716,4188,?(,1
6705,4189,우스갯소리,1
6709,4190,??...,1
6706,4191,ㅆㅂ,1
6578,4192,방북,1
6577,4193,까지인데,1
6707,4194,김알엠,1
6575,4195,뮤뱅,1
6708,4196,ㅘㅇ,1
6710,4197,ㅋㅎㅌㅌㅎㅌㅌㅌㅎㅌㅎㅌ,1
6569,4198,발휘,1
6573,4199,반짝거리다,1
6711,4200,머싯다,1
6572,4201,https://youtu.be/z1L8ewssmvc,1
6571,4202,청사진,1
6714,4203,",,?",1
6570,4204,ARMY,1
6687,4205,장창,1
6685,4206,1초,1
6456,4207,침착하다,1
6669,4208,Q,1
6667,4209,나가야,1
6642,4210,http://webtv.un.org/,1
6640,4211,아리땁다,1
6639,4212,손목,1
6638,4213,pic.twitter.com/VjCMLdy8HC,1
6668,4214,..!!!!,1
6670,4215,가숩니,1
6643,4216,ㅓㅠㅠ,1
6671,4217,솟아오르다,1
6636,4218,탑탑탑,1
6635,4219,깐남쥰,1
6634,4220,이따가,1
6633,4221,나타나다,1
6632,4222,이불,1
6666,4223,으로라도,1
6665,4224,왓시,1
6631,4225,엎,1
6652,4226,ㄷㅔ,1
6655,4227,ㅕㅆ,1
6658,4228,ㅜㅜㅡ,1
6659,4229,스트릿,1
6654,4230,ㅜㅜㅜㅠ,1
6653,4231,도서,1
6661,4232,전의,1
6651,4233,피스,1
6645,4234,"),,",1
6650,4235,럽유셃럽마셃,1
6662,4236,낮누,1
6663,4237,내사,1
6649,4238,알몬,1
6648,4239,뽀사,1
6646,4240,_twtpic.twitter.com/h4e6wXvn7r,1
6672,4241,pic.twitter.com/FU4BMILNIP,1
6630,4242,매니저,1
6684,4243,ㄸㄹ,1
6605,4244,민간,1
6611,4245,Strategy,1
6610,4246,General,1
6609,4247,Secretary,1
6608,4248,유스,1
6607,4249,제안,1
6606,4250,부문,1
6604,4251,공공,1
6612,4252,)',1
6603,4253,73회,1
6602,4254,ㅎㅋ,1
6601,4255,소질,1
6681,4256,참말,1
6600,4257,돌아가다,1
6683,4258,신속하다,1
6679,4259,완죠,1
6613,4260,개쩌,1
6673,4261,오후,1
6623,4262,올인,1
6629,4263,파워워킹,1
6628,4264,머리카락,1
6627,4265,맴버,1
6626,4266,pic.twitter.com/BpR8buTknh,1
6625,4267,사망,1
6624,4268,므찐,1
6621,4269,pic.twitter.com/TlNAxMs0iq,1
6614,4270,로군,1
6620,4271,떨린댱야아라랗,1
6619,4272,!!!!!!!!!!!!!!!!!!!!,1
6618,4273,!!!!!!!!!!!!!!!!!!,1
6617,4274,https://m.youtube.com/watch?v=C8HalPx1RJY,1
6616,4275,모바일,1
6615,4276,pic.twitter.com/EOKI0oMWh4,1
6727,4277,땡,1
6729,4278,샬랏,1
6730,4279,말뚜,1
6492,4280,훼,1
6498,4281,계세,1
6497,4282,/twitter.com/HoudartUN/status/1044257448033484800,1
6496,4283,즐겨찾기,1
6495,4284,즐추,1
6494,4285,뜰,1
6493,4286,_twtpic.twitter.com/lg5UT1dnf6,1
6771,4287,ㅠㅠㅜㅍㅜㅠㅠ,1
6769,4288,풒푸풒,1
6772,4289,pic.twitter.com/iaceiq6GRx,1
6490,4290,고척,1
6773,4291,http://webtv.un.org/live/,1
6489,4292,악스홀,1
6487,4293,유자,1
6774,4294,고난,1
6770,4295,푸푸,1
