,Rank,Word,Frequency
2824,2256,검열,2
2823,2257,커뮤,2
2821,2258,핫이슈,2
2820,2259,사회면,2
4479,2260,조랑,2
4477,2261,웅앵웅,2
2813,2262,장르,2
4476,2263,문법,2
6290,2264,You,2
6291,2265,ve,2
2860,2266,뛰어넘다,2
1409,2267,통일,2
4468,2268,기승,2
4469,2269,전결,2
2856,2270,으로의,2
4470,2271,어차피,2
5338,2272,내적,2
1418,2273,3년,2
2849,2274,적절하다,2
7185,2275,총장,2
2847,2276,트,2
2846,2277,기출,2
6885,2278,#ActualityFMBTSpic,2
2815,2279,대입,2
5328,2280,ᆞ,2
2867,2281,세운,2
422,2282,SPEECH,2
4525,2283,YOURSELF,2
4526,2284,빛나다,2
6333,2285,......................,2
5303,2286,킥,2
2749,2287,무례하다,2
2744,2288,차이나다,2
2743,2289,깊이,2
2741,2290,노출,2
394,2291,관리,2
6344,2292,날짜,2
6345,2293,드디어,2
4544,2294,고위,2
377,2295,낮다,2
2725,2296,아예,2
4550,2297,쟨,2
4523,2298,대략,2
1471,2299,십년,2
1449,2300,웃,2
2767,2301,신년사,2
2809,2302,갈리다,2
2808,2303,호불호,2
4494,2304,때마침,2
6311,2305,차리다,2
2802,2306,닦다,2
2800,2307,이든,2
4497,2308,연습생,2
2793,2309,뜬금없이,2
4504,2310,트집,2
2782,2311,렌즈,2
2780,2312,세다,2
2776,2313,뭐시기,2
2775,2314,탁,2
1464,2315,작살,2
6329,2316,!!!!!!!!!!!!!!!,2
2866,2317,팬심,2
2868,2318,화웨이,2
4378,2319,•••,2
5389,2320,라나,2
479,2321,#BoyWithLuv,2
5387,2322,실리다,2
2970,2323,졸업,2
2968,2324,부산,2
7177,2325,갤럭시,2
4410,2326,검증,2
2964,2327,정시,2
2963,2328,알리,2
2962,2329,기사도,2
4412,2330,주위,2
1339,2331,놀랍다,2
3207,2332,기함,2
2956,2333,으로부터,2
476,2334,#김남준,2
2951,2335,깨부수다,2
2973,2336,사랑둥이,2
1336,2337,기술,2
2945,2338,포럼,2
2977,2339,수식어,2
3010,2340,남다르다,2
496,2341,생방송,2
4381,2342,한심하다,2
3005,2343,교감,2
4386,2344,https://youtu.be/ugTNB6apzVk,2
6223,2345,저만,2
490,2346,매우,2
2995,2347,마감,2
4392,2348,칠판,2
2990,2349,공항,2
6229,2350,어쩌면,2
4397,2351,봥탄,2
1333,2352,조목조목,2
5391,2353,피해자,2
2978,2354,가보,2
6248,2355,끊임없다,2
4423,2356,어플,2
1393,2357,탈덕,2
1380,2358,마주,2
6274,2359,was,2
445,2360,자연,2
2892,2361,군입대,2
6277,2362,#WhatIsYourName,2
6278,2363,@bts_bighit,2
2888,2364,;;;;;,2
6279,2365,정장,2
5351,2366,커녕,2
2883,2367,신년인사,2
5349,2368,읍,2
4458,2369,연옌,2
4459,2370,에의,2
5347,2371,읍읍,2
2874,2372,고등학교,2
1391,2373,빙,2
6273,2374,English,2
459,2375,위주,2
5374,2376,살이,2
2905,2377,의탁,2
2940,2378,치부,2
2939,2379,내신,2
4427,2380,#방탄_힘이돼줄게_투표,2
2931,2381,만남,2
5367,2382,투명하다,2
1364,2383,멜론,2
1365,2384,어워즈,2
2919,2385,어마어마하다,2
2918,2386,또는,2
4440,2387,본질,2
5359,2388,성하다,2
2910,2389,논술,2
2908,2390,어긋나다,2
2907,2391,이러니까,2
4445,2392,드립,2
1186,2393,흥분케,2
3273,2394,음원,2
1183,2395,졸업생,2
3952,2396,♡♡,2
933,2397,유얼,2
3628,2398,토론,2
5886,2399,자신감,2
3985,2400,성적,2
5888,2401,씻다,2
5660,2402,장소,2
3622,2403,교시,2
3621,2404,회도,2
3619,2405,본회,2
3614,2406,발악,2
3613,2407,발광하다,2
5895,2408,찾아오다,2
709,2409,하나로,2
4000,2410,재생,2
5649,2411,팔이,2
4002,2412,속도,2
7049,2413,방송출연,2
5885,2414,높아지다,2
3984,2415,나뉘다,2
3633,2416,인걸,2
5875,2417,흥분하다,2
3954,2418,작품,2
3672,2419,스럽지,2
3666,2420,엘,2
5867,2421,만큼도,2
3658,2422,이끌다,2
3654,2423,그녀,2
3653,2424,유튭,2
3649,2425,와나,2
3982,2426,오투,2
5876,2427,흥분,2
713,2428,gender,2
928,2429,#MTVHottest,2
3641,2430,남지,2
3640,2431,기립박수,2
929,2432,스픽,2
3638,2433,맞장구,2
954,2434,#KCAMexico,2
4009,2435,감싸다,2
4010,2436,타령,2
984,2437,방식,2
5928,2438,조절,2
3549,2439,긋다,2
7036,2440,얼떨떨하다,2
5624,2441,cnn,2
5931,2442,#UNICEF,2
7035,2443,믿어지다,2
5620,2444,넘사벽,2
5615,2445,ㄷㄷ,2
3553,2446,중년,2
4052,2447,캐리어,2
4054,2448,이병헌,2
4055,2449,세븐,2
990,2450,사이퍼,2
4057,2451,이준호,2
5948,2452,#유엔총회,2
3520,2453,업다,2
4035,2454,뒷,2
5926,2455,밤샘,2
4012,2456,뱉다,2
5632,2457,지상파,2
4013,2458,친,2
3587,2459,뿡뿡,2
3586,2460,짱짱맨,2
5642,2461,날다,2
3583,2462,#LiberationTshirtNotBombTshirt,2
3582,2463,#전세계아미는모두하나,2
3576,2464,도전골든벨,2
3567,2465,견디다,2
3555,2466,서로서로,2
5630,2467,벌리다,2
3564,2468,일상,2
3562,2469,영화로,2
5923,2470,MBN,2
4033,2471,ㅋㅌㅋㅋㅋ,2
5925,2472,개미,2
5626,2473,미소,2
3678,2474,잔뜩,2
910,2475,Yourself,2
7023,2476,종전,2
3683,2477,과학,2
3870,2478,전용기,2
3802,2479,동등,2
3801,2480,표시,2
5740,2481,생활,2
3799,2482,24일,2
5790,2483,소장,2
3878,2484,..??,2
5736,2485,Pop,2
3880,2486,기말고사,2
5734,2487,김갑수,2
3883,2488,ㅋㅌㅋㅋ,2
5799,2489,띠,2
3886,2490,19일,2
3784,2491,전화,2
828,2492,어도,2
3780,2493,숙이다,2
829,2494,러블,2
819,2495,잔,2
3809,2496,몰려오다,2
784,2497,쏟아내다,2
774,2498,공원,2
3843,2499,아레나,2
7100,2500,여러가지,2
5765,2501,번역본,2
3837,2502,줄줄,2
5756,2503,구경,2
5768,2504,!-!,2
3831,2505,22일,2
3855,2506,지니,2
5744,2507,와도,2
778,2508,형님,2
5751,2509,애정,2
5776,2510,세력,2
3862,2511,구절,2
3864,2512,증명,2
5745,2513,사소하다,2
3813,2514,틀리다,2
3776,2515,지문,2
757,2516,브더솔,2
751,2517,치유,2
3696,2518,후드,2
734,2519,어어,2
3939,2520,끝없다,2
5849,2521,지코,2
5850,2522,북한,2
3705,2523,창문,2
3703,2524,차안,2
5852,2525,이따,2
5687,2526,빼,2
3928,2527,우피,2
3694,2528,권력,2
3693,2529,건방지다,2
3692,2530,안일하다,2
3691,2531,회의장,2
3688,2532,압도,2
3686,2533,타임,2
3685,2534,점령,2
3929,2535,골드버그,2
3723,2536,혼란,2
3769,2537,체감,2
3753,2538,C,2
5810,2539,~!!,2
3763,2540,전략,2
5720,2541,침해,2
3757,2542,ㄱ,2
5819,2543,전인,2
3755,2544,쪼개다,2
5716,2545,핸드폰,2
3752,2546,G,2
3927,2547,셔츠,2
3908,2548,!...,2
5714,2549,여쭈다,2
835,2550,약속,2
3741,2551,박살,2
838,2552,D,2
3733,2553,..(,2
5700,2554,차려입다,2
5612,2555,전에,2
671,2556,전설,2
558,2557,흐름,2
1087,2558,자국,2
3317,2559,쓰레기,2
4181,2560,열등감,2
1108,2561,끊다,2
3310,2562,미가,2
3307,2563,go,2
595,2564,달려들다,2
3305,2565,앵,2
4188,2566,화장실,2
5519,2567,왓,2
6988,2568,거품,2
4191,2569,유색인종,2
5517,2570,여전하다,2
592,2571,찌들다,2
3293,2572,어쩐지,2
5512,2573,부여,2
4201,2574,일어,2
591,2575,가오,2
4179,2576,옌,2
1102,2577,본상,2
3322,2578,험하다,2
4168,2579,글코,2
6048,2580,헤,2
625,2581,다큐,2
4163,2582,힐링,2
3342,2583,차근차근,2
617,2584,버들,2
1095,2585,데려가다,2
6054,2586,ㅎㄷㄷㄷ,2
5532,2587,정치가,2
3323,2588,짓거리,2
3335,2589,남돌,2
4170,2590,광대,2
3331,2591,결정,2
3329,2592,워낙,2
4174,2593,놀래다,2
5528,2594,제도,2
3324,2595,답멘,2
1124,2596,피부색,2
587,2597,하찮다,2
4211,2598,법도,2
571,2599,금액,2
5498,2600,확대,2
6100,2601,롤모델,2
577,2602,싸다,2
1172,2603,아이큐,2
1173,2604,148,2
4235,2605,붙잡다,2
6971,2606,미용실,2
3226,2607,힙합,2
3249,2608,40,2
4243,2609,부인,2
3224,2610,랫,2
3222,2611,뎅,2
4245,2612,"!!""",2
3219,2613,~?,2
3215,2614,럽셀콘,2
6117,2615,포장,2
580,2616,왼쪽,2
4226,2617,일보,2
1127,2618,요약,2
4217,2619,화요일,2
4556,2620,방안,2
4214,2621,소통,2
3269,2622,멍하다,2
4216,2623,매주,2
3266,2624,잡히다,2
1134,2625,영어학원,2
3264,2626,물들다,2
3262,2627,유독,2
6976,2628,코디,2
1135,2629,초딩,2
582,2630,그러다가,2
5503,2631,알차다,2
4221,2632,편견,2
5501,2633,다운,2
5500,2634,바보,2
3254,2635,동네,2
1088,2636,평,2
3354,2637,트친,2
7022,2638,나이아가라,2
6042,2639,레벨,2
3467,2640,레딧,2
5984,2641,#BTSxUnitedNationshttps,2
1019,2642,흐으,2
1020,2643,으으,2
1022,2644,유아,2
1023,2645,롸,2
1026,2646,귀염,2
1029,2647,카리스마,2
4099,2648,필드,2
4102,2649,tmi,2
1038,2650,뚜렷하다,2
5991,2651,!!!!!!!!,2
654,2652,시구,2
3441,2653,상위,2
5992,2654,성추행,2
1040,2655,평등,2
5574,2656,것임,2
5585,2657,묘,2
658,2658,박다,2
5588,2659,??),2
5959,2660,/youtu.be/MmhmGjAl0Fs,2
668,2661,자라다,2
5952,2662,?<<,2
5953,2663,발의,2
999,2664,불타,2
3506,2665,잘쓰다,2
1003,2666,MMA,2
5957,2667,둥이,2
5605,2668,여지,2
5590,2669,불도,2
3496,2670,검토,2
3495,2671,에게까지,2
4073,2672,수십,2
3489,2673,소원,2
3485,2674,넘어지다,2
3480,2675,고도,2
5977,2676,차서,2
5994,2677,장하다,2
5995,2678,다가오다,2
3433,2679,주말,2
640,2680,세월호,2
641,2681,우정,2
3389,2682,던데,2
5555,2683,햇음,2
4134,2684,2015년,2
1069,2685,어색하다,2
3384,2686,먹기,2
5553,2687,점점,2
1078,2688,일관,2
1062,2689,저격,2
4146,2690,시계,2
6031,2691,루저,2
3368,2692,으아아,2
7132,2693,시청률,2
1084,2694,영어실력,2
3362,2695,2000일,2
5540,2696,오기,2
4127,2697,개최,2
6011,2698,진차,2
1044,2699,로만,2
6005,2700,AT,2
3430,2701,ㅈㅏ,2
1045,2702,여럿,2
3428,2703,SNS,2
651,2704,..^^;,2
3426,2705,기금,2
3422,2706,그렇다고,2
1048,2707,보다도,2
4118,2708,평균,2
1061,2709,취향,2
3411,2710,맏형,2
3410,2711,완판,2
4121,2712,비행기,2
3406,2713,점잖다,2
1059,2714,호기심,2
3404,2715,가운데,2
5561,2716,법안,2
4554,2717,부합,2
768,2718,티셔츠,2
182,2719,억,2
74,2720,실망,2
2507,2721,준인,2
1716,2722,짜릿,2
6691,2723,날리다,2
5197,2724,오전,2
5136,2725,띠띠,2
2216,2726,시대,2
2108,2727,18년,2
4777,2728,~^^,2
1899,2729,애인,2
2515,2730,인정이,2
2516,2731,레알,2
5199,2732,씬나다,2
1820,2733,따뜻하다,2
2520,2734,나눔,2
4678,2735,단말,2
293,2736,연락,2
5134,2737,비비다,2
4676,2738,절친,2
4781,2739,전해지다,2
6428,2740,넓어지다,2
2104,2741,17년,2
4674,2742,내겐,2
2527,2743,감상문,2
2215,2744,전적,2
1643,2745,비톗스,2
4914,2746,끼어들다,2
192,2747,논점,2
1825,2748,나날,2
2492,2749,뇌섹남,2
2375,2750,줌,2
1711,2751,SNL,2
2133,2752,현대,2
2132,2753,상품,2
2279,2754,유익하다,2
2129,2755,극,2
5054,2756,반영,2
2126,2757,산업,2
1652,2758,억지,2
1715,2759,롭고,2
6567,2760,연대,2
1713,2761,본업,2
2121,2762,올라서다,2
2501,2763,기르다,2
1647,2764,깨달,2
1646,2765,ㅈ,2
4911,2766,페북,2
2117,2767,이처럼,2
283,2768,다물다,2
4912,2769,라그,2
4673,2770,대학원생,2
1727,2771,학년,2
4697,2772,살라,2
1627,2773,끝내다,2
5037,2774,are,2
6413,2775,어나더,2
6515,2776,대기,2
4931,2777,숟가락,2
2088,2778,발매,2
1810,2779,쏟다,2
60,2780,살때,2
4652,2781,아리아나,2
4651,2782,예시,2
4745,2783,여기다,2
5034,2784,슈쓔,2
5126,2785,주류,2
2566,2786,질문,2
174,2787,에두,2
2337,2788,화려하다,2
2081,2789,뉴,2
4645,2790,동료,2
1593,2791,착즙,2
5030,2792,^!^,2
2574,2793,아시안,2
50,2794,라던가,2
5028,2795,짖다,2
2231,2796,과정,2
2343,2797,가도,2
1613,2798,한밤,2
299,2799,접다,2
1731,2800,난리치다,2
2351,2801,오방,2
6801,2802,털리다,2
1912,2803,킹왕짱,2
5205,2804,https://youtu.be/-OaDmaDUWng,2
67,2805,추락,2
5130,2806,자동,2
4669,2807,케이비에스,2
2349,2808,확정,2
4926,2809,침,2
2348,2810,퍼포머,2
6565,2811,Youth,2
2552,2812,럽욜셆,2
2224,2813,메이킹,2
6420,2814,녹다,2
1813,2815,촬영,2
5211,2816,일루미나티,2
5213,2817,소지,2
6682,2818,지쨔,2
2550,2819,서사,2
4862,2820,로고,2
1617,2821,플로우,2
2345,2822,눈막,2
4904,2823,안감,2
4767,2824,백퍼,2
169,2825,피해,2
1861,2826,곳곳,2
2174,2827,짜깁다,2
4883,2828,팅,2
5166,2829,비겁하다,2
2402,2830,디자인,2
1840,2831,와의,2
5154,2832,여겨지다,2
2400,2833,저딴,2
2436,2834,가선,2
1854,2835,;;;;;;,2
2438,2836,댕기,2
114,2837,리지,2
2166,2838,설날,2
2164,2839,회수,2
2441,2840,심플,2
2163,2841,최,2
6581,2842,채팅,2
4754,2843,아이러니,2
6712,2844,http://webtv.un.org,2
1672,2845,기적,2
2159,2846,불리다,2
2195,2847,최저임금,2
103,2848,분노,2
4723,2849,짚다,2
2175,2850,선동,2
2189,2851,맞서다,2
2404,2852,이를테면,2
1693,2853,컴퓨터,2
1842,2854,유지,2
6776,2855,신건,2
4879,2856,대견하다,2
2186,2857,정의,2
2411,2858,멘트,2
110,2859,방소,2
4741,2860,왈,2
4746,2861,먹히다,2
6488,2862,용돈,2
230,2863,싹,2
6482,2864,판다,2
1676,2865,메이커,2
5067,2866,런스,2
1682,2867,잘알다,2
6576,2868,도배,2
2423,2869,F,2
5066,2870,바이,2
4736,2871,주최,2
5070,2872,가게,2
2176,2873,날조,2
4876,2874,이현,2
6783,2875,물건,2
2196,2876,개악,2
2156,2877,내자,2
2135,2878,마땅하다,2
2197,2879,민주,2
2469,2880,ㅉ,2
1871,2881,순수하다,2
2470,2882,200만,2
2471,2883,팔고,2
1702,2884,회시,2
2384,2885,산,2
1660,2886,일빠,2
4707,2887,지점,2
2476,2888,사자,2
1658,2889,사귀다,2
202,2890,얼른,2
4706,2891,의의,2
2207,2892,몰리다,2
1827,2893,미모,2
2381,2894,살리다,2
7234,2895,#BTS유엔초대,2
4868,2896,on,2
2480,2897,요리,2
1876,2898,애국가,2
5185,2899,혐한,2
2211,2900,덮다,2
2484,2901,엔딩,2
1656,2902,정성,2
5180,2903,따라다니다,2
2147,2904,변신,2
1869,2905,한결같이,2
2457,2906,액자,2
121,2907,코어,2
2155,2908,발견,2
6466,2909,ㅠㅠㅠㅜ,2
2452,2910,엽서,2
2453,2911,종류,2
2200,2912,옹호,2
2391,2913,퍼펙트,2
2390,2914,맠드랍,2
4892,2915,http://me2.do/GwFRXpUC,2
2456,2916,아크릴,2
1832,2917,저자,2
2387,2918,노벨평화상,2
6463,2919,값지다,2
124,2920,열차,2
4715,2921,종편,2
6715,2922,군데,2
6460,2923,@BigHitEnt,2
6702,2924,나잇,2
5179,2925,즈그,2
6458,2926,공연장,2
4894,2927,구가,2
125,2928,E,2
2576,2929,칠하다,2
4933,2930,도장,2
154,2931,죄,2
1531,2932,◡̈,2
2671,2933,냔,2
4818,2934,뉘앙스,2
4969,2935,유니,2
2674,2936,투,2
2675,2937,괜덤,2
2257,2938,강력하다,2
364,2939,착각,2
5272,2940,꼴다,2
5273,2941,한미,2
2297,2942,사고,2
5107,2943,아무렇다,2
1937,2944,수익,2
4578,2945,하이고,2
2681,2946,멘탈,2
2027,2947,율,2
4971,2948,부금,2
2258,2949,한단,2
4972,2950,눌려,2
365,2951,일수,2
2024,2952,수용,2
4973,2953,성인,2
2022,2954,돔,2
2670,2955,트이다,2
1936,2956,유튜버,2
1944,2957,정리,2
5264,2958,밀리언셀러,2
2307,2959,#UN,2
4961,2960,피곤하다,2
4847,2961,",,,,,",2
4814,2962,비웃음,2
5089,2963,외교,2
4964,2964,LYS,2
6534,2965,일텐데,2
2651,2966,늠,2
4845,2967,앙,2
1548,2968,건드리다,2
1542,2969,새우다,2
2299,2970,지네,2
1540,2971,귀빈,2
4966,2972,작성,2
2663,2973,모야,2
6371,2974,집안,2
4588,2975,시끄럽다,2
356,2976,또래,2
2255,2977,일침,2
1933,2978,유투브,2
5270,2979,작동,2
1935,2980,2016년,2
6641,2981,잔잔하다,2
2019,2982,5분,2
1792,2983,찾기,2
4999,2984,쟁이,2
6545,2985,네이션,2
4840,2986,10억,2
1777,2987,막히다,2
1965,2988,마이크,2
2271,2989,도전,2
4826,2990,안내,2
2705,2991,의대,2
1511,2992,첨부,2
5000,2993,집착,2
6552,2994,착석,2
1993,2995,이를,2
2702,2996,고삼,2
8,2997,중학교,2
1510,2998,",,!",2
1509,2999,본방,2
1975,3000,스탠딩,2
373,3001,악수,2
6660,3002,ㅂ,2
2713,3003,얄팍하다,2
4992,3004,달라짐,2
4833,3005,→,2
4993,3006,오오오,2
6544,3007,유나이티드,2
1517,3008,째다,2
2260,3009,궁,2
2691,3010,색,2
4842,3011,명확하다,2
5008,3012,최소,2
4977,3013,모자라다,2
2292,3014,노트북,2
4841,3015,밑,2
4572,3016,에게서,2
4571,3017,에서까지,2
6738,3018,인격,2
2690,3019,상징,2
6644,3020,번쩍,2
2009,3021,탁월하다,2
2700,3022,그리기,2
4979,3023,진출,2
5006,3024,ㆍ,2
2693,3025,합격,2
1958,3026,더하다,2
368,3027,매너,2
372,3028,친하다,2
2004,3029,무교,2
2698,3030,거가,2
1964,3031,필통,2
1519,3032,강당,2
2043,3033,아이돌가수,2
4965,3034,공허하다,2
6377,3035,일로,2
2055,3036,위대하다,2
2324,3037,케이,2
2598,3038,내기,2
2060,3039,댄스,2
4630,3040,저쩌구,2
2322,3041,비행,2
4800,3042,리즈,2
6560,3043,https://youtu.be/WTu8anoi9U4,2
2605,3044,̆̈,2
4959,3045,꼴리다,2
4803,3046,ABC,2
2242,3047,반복,2
4804,3048,스페셜,2
4621,3049,#SpeakYourself,2
6820,3050,반의,2
2613,3051,너무하다,2
5117,3052,your,2
1566,3053,저가,2
6728,3054,외국인,2
2244,3055,비유,2
2245,3056,남녀,2
6622,3057,충성,2
1579,3058,프듀,2
2062,3059,큐알,2
2063,3060,코드,2
1739,3061,라며,2
2577,3062,항의,2
2075,3063,가요대제전,2
1803,3064,갈증,2
2074,3065,131231,2
2072,3066,140821,2
2580,3067,거란,2
5123,3068,입맛,2
2582,3069,유리하다,2
2330,3070,다그,2
1589,3071,넓다,2
5023,3072,드림,2
6678,3073,탈,2
6677,3074,모토,2
6676,3075,아키,2
2588,3076,예술상,2
5024,3077,KTV,2
1586,3078,어쨌든,2
6754,3079,억뷰,2
2592,3080,컨셉,2
5121,3081,에서만,2
5243,3082,쉬,2
2184,3083,체크,2
6382,3084,10년,2
5018,3085,럽욜셀프,2
2627,3086,등장,2
2634,3087,ㅔ,2
4610,3088,장사,2
6529,3089,두근두근,2
4612,3090,#미친듯이_웃은짤을_올려보자,2
6674,3091,12시,2
5014,3092,정려원,2
5088,3093,삼다,2
2629,3094,즉답,2
5249,3095,비틀즈,2
6675,3096,순서,2
2630,3097,존,2
5253,3098,●,2
1565,3099,헷갈리다,2
4808,3100,Boy,2
4607,3101,오라버니,2
4958,3102,배알,2
5577,3103,금은,1
5611,3104,실소,1
5597,3105,이메일,1
7245,3106,ㅠㅠㅠㅍ,1
5598,3107,#카톡테마,1
5562,3108,https://twitter.com/XIOibcFIY/status/1044502688799457280,1
5572,3109,천하,1
5078,3110,시진,1
5610,3111,빠가들,1
5092,3112,아웃팅,1
5591,3113,_twtpic.twitter.com/sI4bMyQBbC,1
5581,3114,눈막귀,1
7249,3115,ㅋㅎ,1
5074,3116,오케,1
5560,3117,정계,1
5093,3118,개호로샛기,1
5081,3119,캔들,1
5080,3120,보고서,1
5556,3121,한참,1
5593,3122,Vante,1
5096,3123,뒈지다,1
5557,3124,기안,1
5594,3125,IOS,1
5095,3126,..^^,1
7122,3127,.......?,1
5578,3128,조언,1
5595,3129,안드로이드,1
5094,3130,삽,1
7125,3131,루이님,1
5558,3132,.twitter.com/l53SPAXEco,1
5559,3133,ㅆ,1
7246,3134,뚜들기다,1
5079,3135,여자애,1
5579,3136,얽매이다,1
5580,3137,이반,1
5596,3138,미흡하다,1
7127,3139,CJ,1
5599,3140,#V,1
5084,3141,수반,1
5085,3142,구분,1
5607,3143,입법권,1
7128,3144,작용,1
5567,3145,인천,1
5076,3146,유치하다,1
5602,3147,14년,1
5075,3148,깝,1
5568,3149,원문,1
5087,3150,설치다,1
5603,3151,차에,1
5073,3152,참견,1
5569,3153,팬다,1
5071,3154,눈귀,1
5587,3155,기엽,1
5072,3156,벌레,1
5606,3157,억만배,1
5090,3158,인도,1
5086,3159,별미,1
5589,3160,폼,1
7247,3161,찌질하다,1
5608,3162,무적,1
5565,3163,동일,1
7129,3164,.twitter.com/9SWRC3zQX8,1
5082,3165,얕다,1
5582,3166,#랩몬스터,1
7126,3167,갈등,1
5571,3168,두루,1
5576,3169,것일,1
5570,3170,중점,1
7248,3171,사무,1
5077,3172,떼,1
7250,3173,#제73차유엔총회,1
5091,3174,데리다,1
5583,3175,http://youtu.be/5iBiKaY9eng?a,1
5564,3176,좁히다,1
5609,3177,쉴드,1
5600,3178,#VANTE,1
5584,3179,임파,1
5573,3180,산신령,1
7123,3181,.............??????????????????????????,1
5601,3182,_twtpic.twitter.com/DNxt3o5dGA,1
5566,3183,임금,1
5657,3184,빌어,1
7251,3185,#BTSLoveYourselfTourhttps,1
5708,3186,오진,1
7104,3187,별의별,1
5699,3188,잠아,1
5701,3189,수시로,1
5702,3190,뽀짝뽀짝하,1
5703,3191,매사,1
5704,3192,성실하다,1
5705,3193,대형,1
5019,3194,https://twitter.com/me_and_sea/status/1044449065973440513,1
5706,3195,멍,1
5707,3196,뭉미,1
7103,3197,뿌듯햐,1
5022,3198,모어,1
7260,3199,??....,1
5709,3200,스물,1
5710,3201,#AMAspic,1
5711,3202,.twitter.com/f7UxfecHqI,1
5712,3203,방구,1
5017,3204,실업,1
7261,3205,일류,1
5713,3206,여포,1
5715,3207,유치원,1
5015,3208,미개하다,1
5020,3209,...?!?!!?,1
5698,3210,말햇,1
5613,3211,Artistpic.twitter.com/9owZsBi9ID,1
5690,3212,킹,1
7107,3213,복합,1
5683,3214,수군대다,1
5684,3215,길가,1
5033,3216,모시,1
5685,3217,pic.twitter.com/iAd5oxT6DS,1
5686,3218,올블랙,1
7258,3219,호비트,1
7259,3220,이뤄지다,1
5688,3221,하늘색,1
5689,3222,네임택,1
5027,3223,썩,1
5697,3224,백인,1
5691,3225,한강,1
5692,3226,pic.twitter.com/wOoJS6g03f,1
5693,3227,염병,1
5026,3228,스텝,1
5025,3229,bgm,1
5694,3230,차별어,1
7106,3231,!!!!!!!!!!!!!!!!!,1
5695,3232,구로,1
7105,3233,어후,1
5696,3234,비장,1
5013,3235,위원회,1
5717,3236,인가요,1
5719,3237,pic.twitter.com/QFgzQtqrIx,1
5750,3238,배낭,1
5007,3239,http://blog.naver.com/cello2796/221365635886,1
5743,3240,pic.twitter.com/Hg8HGCTHbp,1
5005,3241,pic.twitter.com/8LLLVw04fg,1
5746,3242,고이,1
5747,3243,모시다,1
5004,3244,엊그제,1
5748,3245,놨던,1
5003,3246,13일,1
5749,3247,타타,1
5002,3248,06월,1
7265,3249,https://m.entertain.naver.com/read?oid=020&aid=0003170803,1
5012,3250,성희롱,1
5752,3251,조증,1
5753,3252,#pcas,1
4998,3253,센스,1
5754,3254,결과물,1
5755,3255,ㄲㄱㄲㄱㄲㄲㄱㄲㄱ,1
5757,3256,먼산,1
4997,3257,디스,1
7266,3258,…pic.twitter.com/QCfojCvLI8,1
5758,3259,ㄲㄱㅋㄱㅋㄲ,1
5759,3260,띠띠용,1
5742,3261,듬,1
5741,3262,탄생,1
7101,3263,pic.twitter.com/TQzlttENzj,1
7264,3264,갈래,1
7262,3265,)),1
7102,3266,가야,1
5721,3267,사라지다,1
5722,3268,쩌구,1
5723,3269,열세,1
5724,3270,하리,1
5725,3271,펼치다,1
5726,3272,존경심,1
5728,3273,닷,1
5729,3274,안방,1
5011,3275,따로,1
5010,3276,대놓고,1
5730,3277,귀찮다,1
5731,3278,pic.twitter.com/9EafjJzATL,1
5732,3279,켐페인,1
5733,3280,수갑,1
5735,3281,국격,1
5737,3282,좁다,1
5738,3283,울음,1
5739,3284,완죤,1
7263,3285,???????????,1
7108,3286,회상,1
5036,3287,@Jeff_Benjamin,1
5681,3288,ㅋㄹㅋㅋㄹㄹㅋㅋㅋㅌㅋ,1
5059,3289,신들,1
7116,3290,징크스,1
5635,3291,몰타,1
5636,3292,https://twitter.com/gingerol95/status/1044422944494051328,1
5637,3293,세계관,1
5638,3294,어떡케헤,1
5639,3295,77,1
5640,3296,FavoriteSocialArtist,1
5641,3297,#RT이벤트,1
7253,3298,pic.twitter.com/2jRBbdb5jF,1
5643,3299,벵,1
5644,3300,!!(,1
7255,3301,_twtpic.twitter.com/eTtzqVmMLa,1
5058,3302,븅,1
5057,3303,자지,1
7115,3304,/twitter.com/Golden_kku/status/1042569669431910401,1
7114,3305,불끈,1
5645,3306,❁´▽,1
5646,3307,❁,1
7254,3308,_twtpic.twitter.com/Tjf9UpDU6M,1
5056,3309,https://twitter.com/holyknight50/status/1044477093717766144,1
5055,3310,상대로,1
5647,3311,분만,1
7117,3312,투나잇,1
5633,3313,괘씸하다,1
5631,3314,입냄새,1
7118,3315,Grammy,1
7121,3316,????????,1
7120,3317,름pic.twitter.com/vqOpOxKS1y,1
5616,3318,pic.twitter.com/KGaU5wcSnS,1
5617,3319,실친,1
5618,3320,캡처,1
7119,3321,Bird,1
5619,3322,보내오다,1
5621,3323,10/5,1
5622,3324,4PMpic.twitter.com/mOuEabm27Z,1
5623,3325,어우,1
5065,3326,엔드,1
7252,3327,/twitter.com/BTSLAB_twt/status/1042488962453921794,1
5625,3328,아래턱,1
5064,3329,계해,1
5063,3330,으로만,1
5062,3331,조카,1
5061,3332,튓,1
5060,3333,워마드,1
5627,3334,밍밍,1
5628,3335,랩괴,1
5629,3336,아랫입술,1
5648,3337,400,1
7256,3338,화룡,1
5680,3339,pic.twitter.com/YjykiNUTJ2,1
5672,3340,축합,1
5043,3341,YouTube,1
5042,3342,"!)""",1
5668,3343,바탕,1
5041,3344,"""[",1
7113,3345,대재앙,1
5040,3346,Watch,1
5039,3347,Thank,1
7112,3348,걸치다,1
7111,3349,슈끼,1
5671,3350,우두머리,1
5673,3351,묵살,1
5650,3352,2분,1
5674,3353,해달라다,1
5675,3354,럽욜셒,1
